kód;názov;"Kód ŠÚ";"kód okresu";"kód krajiny";"platné od";"platné do"
927600723;"Bad Friedrichshall";;;276;2015-07-22;
904000058;"Bad Hall";;;40;2013-03-15;
927600099;"Bad Hersfeld";;;276;2013-02-01;
927600888;"Bad Homburg";;;276;2016-09-12;
927600626;"Bad Honnef";;;276;2014-10-15;
927600934;"Bad Iburg";;;276;2016-09-29;
904000135;"Bad Ischl";;;40;2015-07-22;
927600100;"Bad Kissingen";;;276;2013-02-01;
927600724;"Bad König";;;276;2015-07-22;
927600513;"Bad Kötzting";;;276;2014-02-14;
927600706;"Bad Kreuznach";;;276;2015-05-29;
927601036;"Bad Lausick";;;276;2017-10-05;
927600443;"Bad Mergentheim";;;276;2013-12-02;
927600627;"Bad Neustadt";;;276;2014-10-15;
927600181;"Bad Oeynhausen";;;276;2013-03-11;
927600354;"Bad Orb";;;276;2013-09-06;
927601025;"Bad Pyrmont";;;276;2017-10-03;
975600032;"Bad Ragaz";;;756;1998-03-05;
927601042;"Bad Rappenau";;;276;2017-10-17;
927600290;"Bad Reichenhall";;;276;2013-09-06;
927600282;"Bad Salzungen";;;276;2013-08-06;
927600602;"Bad Segeberg";;;276;2014-10-07;
927600436;"Bad Schmiedeberg Sollichau";;;276;2013-11-27;
927600995;"Bad Sobernheim";;;276;2017-08-16;
927600511;"Bad Soden am Taunus";;;276;2014-01-30;
927600975;"Bad Urach";;;276;2017-03-02;
927600088;"Bad Vilbel";;;276;2013-01-22;
904000150;"Bad Vöslau";;;40;2016-05-31;
927600771;"Bad Windsheim";;;276;2015-09-01;
972400122;Badajoz;;;724;2014-02-14;
972400119;Badalona;;;724;2014-02-14;
516601;Baďan;SK0322516601;602;703;2010-01-01;
975200154;Badelunda;;;752;2017-09-14;
927600291;Badems;;;276;2013-09-06;
904000030;Baden;;;40;2013-01-22;
927600292;"Baden - Baden";;;276;2013-09-06;
927601010;Badenweiler;;;276;2017-09-22;
582697;Bádice;SK0233582697;403;703;2010-01-01;
508454;Badín;SK0321508454;601;703;2010-01-01;
972400012;Baena;;;724;2013-01-09;
957800297;"Baerums Verk";;;578;2015-09-01;
972400179;Baeza;;;724;2014-10-08;
938000336;Bafia;;;380;2016-09-16;
979200075;Bafra;;;792;2013-05-14;
936400071;Baft;;;364;2017-06-08;
968200084;Bagaa;;;682;2016-09-28;
979200173;Bagcilar;;;792;2012-09-01;
937200038;Bagenalstown;;;372;2013-04-03;
936800008;Baghdad;;;368;2013-09-06;
900400004;Baghlan;;;4;2013-02-08;
925000281;Bagnols-sur-Cèze;;;250;2015-03-03;
962000195;"Baguim do Monte";;;620;2016-05-26;
979200124;Bahcelievler;;;792;2014-04-04;
507806;Báhoň;SK0107507806;107;703;2010-01-01;
947000002;Bahria;;;470;2013-03-01;
980400573;Bahva;;;804;2016-06-08;
980400033;Bachčisaraj;;;804;2012-11-30;
964200041;"Baia Mare";;;642;2013-02-06;
964200152;Băicoi;;;642;2017-10-06;
970600007;Baidoa;;;706;2016-09-29;
980400763;Baikivtsi;;;804;2017-06-20;
972400382;Bailén;;;724;2017-05-05;
937600128;Baine;;;376;2014-08-27;
972400204;Baiona;;;724;2014-11-10;
968200055;Baish;;;682;2013-03-27;
980400686;Baiv;;;804;2017-02-20;
962000173;"Baixa da Banheira";;;620;2015-10-22;
934800179;Baj;;;348;2015-10-12;
934800003;Baja;;;348;2010-01-01;
522287;Bajany;SK0427522287;807;703;2010-01-01;
501034;Bajč;SK0231501034;401;703;2010-01-01;
524174;Bajerov;SK0417524174;707;703;2010-01-01;
524182;Bajerovce;SK0418524182;708;703;2010-01-01;
968800151;"Bajina Basta";;;688;2016-10-05;
502049;Bajka;SK0232502049;402;703;2010-01-01;
934800180;Bajót;;;348;2015-10-12;
503037;Bajtava;SK0234503037;404;703;2010-01-01;
501450;Baka;SK0211501450;201;703;2010-01-01;
979200207;Bakirkoy;;;792;2016-09-12;
920300422;"Bakov nad Jizerou";;;203;2013-03-06;
970500005;Bakovci;;;705;2013-01-03;
961600620;Baków;;;616;2015-03-02;
903100001;Baku;;;31;2012-10-19;
980400776;Balabyne;;;804;2017-08-11;
903100014;Balakhani;;;31;2017-11-10;
980400305;Balakliya;;;804;2014-10-06;
914400009;Balapitiya;;;144;2017-03-07;
934800018;Balassagyarmat;;;348;2012-10-04;
964300053;Balašicha;;;643;2013-02-08;
508471;Baláže;SK0321508471;601;703;2010-01-01;
927600927;Baldham;;;276;2016-09-29;
526371;Baldovce;SK0414526371;704;703;2010-01-01;
957800240;Balestrand;;;578;2014-06-11;
968200080;Balgarish;;;682;2015-11-20;
964300040;Balchaš;;;643;2013-01-11;
961600314;Baligród;;;616;2013-03-19;
979200096;Balikesir;;;792;2014-01-16;
927600380;Balingen;;;276;2013-09-13;
968800147;Baljevac;;;688;2016-09-12;
937200053;Ballaghaderreen;;;372;2014-08-18;
937200019;Ballina;;;372;2013-03-19;
937200012;Ballinasloe;;;372;2013-03-07;
937200031;Ballyboughal;;;372;2013-03-28;
982600007;Ballymena;;;826;2012-05-25;
982600225;Ballymoney;;;826;2014-10-22;
937200064;"Ballymore Eustace";;;372;2016-09-28;
903600019;Balmain;;;36;2017-07-25;
515868;"Balog nad Ipľom";SK032A515868;610;703;2010-01-01;
934800196;Balogunyom;;;348;2015-11-12;
501468;Baloň;SK0211501468;201;703;2010-01-01;
907600021;Balsas;;;76;2014-10-23;
949800026;Bălți;;;498;2017-10-17;
984000008;Baltimore;;;840;2010-01-01;
942800015;Balvi;;;428;2014-04-11;
941700004;Balykčy;;;417;2010-01-01;
943800001;Balzers;;;438;2013-01-14;
927600159;Bamberg;;;276;2013-02-19;
912000012;Bamenda;;;120;2017-05-25;
527114;Baňa;SK041B527114;711;703;2010-01-01;
968800191;"Banatsko Novo Selo";;;688;2017-10-30;
982600113;Banbury;;;826;2013-03-14;
936400047;"Bandar Abbas";;;364;2015-10-04;
936400061;"Bandar Anzali";;;364;2016-09-28;
936000013;Bandung;;;360;2017-02-14;
964200011;Banffyhunyad;;;642;2012-07-10;
935600044;Bangalore;;;356;2014-12-02;
935600003;"Bangalore Karnataka";;;356;2013-02-26;
976400002;Bangkok;;;764;2012-11-30;
905000005;Bangladesh;;;50;2014-08-04;
982600227;Bangor;;;826;2014-10-23;
934800114;Bánhorváti;;;348;2014-10-16;
968200020;"Bani Kabir-Alfalah";;;682;2013-02-26;
968200079;"Bani Malik";;;682;2015-10-20;
943400003;"Bani Waled";;;434;2012-11-15;
907000001;"Banja Luka";;;70;2012-10-19;
927000001;Banjul;;;270;2013-08-19;
581399;Banka;SK0214581399;204;703;2010-01-01;
975200129;Bankeryd;;;752;2015-10-15;
920300423;Bánov;;;203;2013-03-06;
503045;Bánov;SK0234503045;404;703;2010-01-01;
542652;"Bánovce nad Bebravou";SK0221542652;301;703;2010-01-01;
522295;"Bánovce nad Ondavou";SK0427522295;807;703;2010-01-01;
516627;"Banská Belá";SK0322516627;602;703;2010-01-01;
508438;"Banská Bystrica";SK0321508438;601;703;2010-01-01;
516643;"Banská Štiavnica";SK0322516643;602;703;2010-01-01;
544078;Banské;SK041D544078;713;703;2010-01-01;
516651;"Banský Studenec";SK0322516651;602;703;2010-01-01;
935600128;Bantwa;;;356;2017-08-01;
972400366;"Banyeres de Mariola";;;724;2017-01-10;
915600039;"Bao Tou";;;156;2015-08-04;
915600086;Baoding;;;156;2017-09-20;
915600073;Baoji;;;156;2016-09-13;
937600081;"Baqa al Gharbiya";;;376;2013-04-12;
968800093;Bar;;;688;2015-02-12;
980400006;Bar;;;804;2010-01-01;
949900007;Bar;;;499;2016-03-23;
528129;Bara;SK042B528129;811;703;2010-01-01;
938000362;Baragiano;;;380;2016-10-14;
972400074;Barakaldo;;;724;2013-09-06;
980400111;Baraninci;;;804;2013-03-11;
911200043;Baranoviči;;;112;2017-10-23;
964200012;Baraolt;;;642;2012-10-04;
934800317;Barbacs;;;348;2017-09-25;
925000314;Barbechat;;;250;2015-10-02;
972400038;"Barbera del Valles";;;724;2013-03-01;
514501;Barca;SK0329514501;609;703;2010-01-01;
962000071;Barcarena;;;620;2013-04-24;
972400264;Barcarrota;;;724;2015-08-10;
938000335;"Barcellona Pozzo di Gotto";;;380;2016-09-16;
972400001;Barcelona;;;724;2010-01-01;
962000062;Barcelos;;;620;2013-03-21;
519006;Bardejov;SK0411519006;701;703;2010-01-01;
503053;Bardoňovo;SK0234503053;404;703;2010-01-01;
925000365;Bardos;;;250;2016-09-06;
957800124;Bardu;;;578;2013-11-27;
975600063;Bargen;;;756;2017-10-17;
927600225;Bargfeld-Stegen;;;276;2013-03-27;
938000019;Bari;;;380;2013-02-08;
940400010;"Baringo County";;;404;2015-02-12;
942200006;Barja;;;422;2013-02-15;
980400024;Barkasove;;;804;2012-10-04;
980400322;Barkasovo;;;804;2014-10-30;
964200045;Bârlad;;;642;2013-02-19;
938000178;Barletta;;;380;2014-10-29;
964300097;Barnaul;;;643;2013-09-06;
982600298;Barnoldswick;;;826;2017-10-06;
982600027;Barnsley;;;826;2013-02-08;
937200039;Barntown;;;372;2013-04-12;
972400275;Barqueiros;;;724;2012-09-01;
907600035;"Barra do Corda";;;76;2017-08-11;
925000032;Barrand;;;250;2012-10-25;
917000012;Barranquilla;;;170;2016-04-13;
962000068;Barreiro;;;620;2013-04-12;
982600259;Barry;;;826;2015-10-16;
941700010;Barskaun;;;417;2014-02-14;
937600085;Bartaa;;;376;2013-04-12;
979200010;Bartin;;;792;2013-02-01;
984000055;Bartlett;;;840;2013-03-19;
961600590;Bartoszyce;;;616;2014-11-14;
516660;"Bartošova Lehôtka";SK032D516660;613;703;2010-01-01;
519049;Bartošovce;SK0411519049;701;703;2010-01-01;
920301059;Bartošovice;;;203;2014-12-09;
986200002;Baruta;;;862;2016-04-20;
949600007;Baruun-Urt;;;496;2013-09-06;
980400304;Barvinok;;;804;2014-10-01;
944000055;Barzdziunai;;;440;2015-10-22;
972400354;Basauri;;;724;2016-09-30;
975600003;Basel;;;756;2012-10-16;
936800016;Basra;;;368;2016-09-29;
938000318;"Bassano del Grappa";;;380;2016-09-12;
925000290;Basse-Ham;;;250;2015-08-10;
936400060;Bastak;;;364;2016-09-28;
925000221;Bastelicaccia;;;250;2014-11-10;
925000407;Bastia;;;250;2017-02-15;
961600744;"Basznia Dolna";;;616;2016-09-07;
920300384;Baška;;;203;2013-02-22;
521159;Baška;SK0426521159;806;703;2010-01-01;
522309;Baškovce;SK0429522309;809;703;2010-01-01;
520021;Baškovce;SK0412520021;702;703;2010-01-01;
558354;Bašovce;SK0214558354;204;703;2010-01-01;
920302371;"Bašť okr. Praha-východ";;;203;2017-10-23;
910000057;Batak;;;100;2017-04-10;
960800006;Batangas;;;608;2016-09-22;
920301101;Batelov;;;203;2015-02-13;
982600049;Bath;;;826;2013-03-01;
912000001;Batcha;;;120;2013-03-15;
523402;Batizovce;SK0416523402;706;703;2010-01-01;
514519;Bátka;SK0329514519;609;703;2010-01-01;
979200103;Batman;;;792;2014-02-14;
901200004;Batna;;;12;2012-07-13;
934800115;Bátonyterenye;;;348;2014-10-16;
515876;Bátorová;SK032A515876;610;703;2010-01-01;
501395;"Bátorove Kosihy";SK0231501395;401;703;2010-01-01;
502057;Bátovce;SK0232502057;402;703;2010-01-01;
980400242;Batrad;;;804;2014-04-02;
942200022;Batroun;;;422;2017-02-23;
945800004;"Batu Feringghi";;;458;2015-04-15;
936000002;"Batu Kangkung";;;360;2013-03-01;
926800017;Batumi;;;268;2012-09-01;
975600065;Bauma;;;756;2017-10-31;
907600010;Bauru;;;76;2013-09-13;
927600153;Bautzen;;;276;2013-02-08;
920301102;Bavorov;;;203;2015-02-13;
979200098;Bayburt;;;792;2014-01-16;
925000252;Bayonne;;;250;2015-01-19;
927600230;Bayreuth;;;276;2013-04-03;
927500021;"Bayt Jala";;;275;2017-04-11;
937600112;"Bayt Jan";;;376;2013-09-25;
925000122;Baziege;;;250;2013-09-26;
975600047;Bäch;;;756;2015-10-23;
957800054;Bærum;;;578;2013-04-02;
937600017;"Be´er Sheva";;;376;2013-03-04;
937600025;"Be'er Ya'aqov";;;376;2013-03-07;
925000222;Beaune;;;250;2014-11-10;
925000015;Beauvais;;;250;2012-05-25;
505846;Beckov;SK0224505846;304;703;2010-01-01;
927600668;Beckum;;;276;2014-11-26;
968800094;Bečej;;;688;2015-02-12;
920302225;"Bečov okr. Most";;;203;2016-07-13;
980400588;Bedevlya;;;804;2016-08-16;
982600077;Bedford;;;826;2013-03-04;
920300228;Bedihošť;;;203;2012-10-19;
961600087;Bedzin;;;616;2012-10-25;
927600870;Beelitz;;;276;2016-08-02;
937600024;"Beer Sheva";;;376;2013-03-07;
937600005;"Beer Yakov";;;376;2013-02-26;
927601011;Beeskow;;;276;2017-09-22;
968800134;Begeč;;;688;2015-10-12;
526380;Beharovce;SK0414526380;704;703;2010-01-01;
920300933;Běhařovice;;;203;2014-02-11;
519057;Becherov;SK0411519057;701;703;2010-01-01;
920302267;Bechlín;;;203;2016-10-08;
920300738;Bechyně;;;203;2013-04-16;
915600067;"Bei Piao";;;156;2016-08-10;
915600001;Beijing;;;156;2010-01-01;
942200001;Beirut;;;422;2013-01-09;
937600173;"Beit El";;;376;2017-09-20;
937600155;"Beit Elazari";;;376;2016-08-24;
927500022;"Beit Lahia";;;275;2017-08-10;
937600147;"Beit Shean";;;376;2015-09-30;
937600143;"Beit Shemesh";;;376;2015-08-14;
937600083;"Beit Zarzir";;;376;2013-04-12;
957800351;Beitostølen;;;578;2016-09-11;
957800064;Beitstad;;;578;2013-04-05;
964200148;Beius;;;642;2017-09-26;
962000004;Beja;;;620;2012-10-16;
901200011;Bejaia;;;12;2013-09-25;
942200016;Bekaa;;;422;2014-10-13;
936000011;Bekasi;;;360;2016-01-12;
934800002;Békéscsaba;;;348;2010-01-01;
957800278;Bekkestua;;;578;2014-11-24;
920302346;Bělá;;;203;2017-09-27;
517429;Belá;SK031B517429;511;703;2010-01-01;
503061;Belá;SK0234503061;404;703;2010-01-01;
968800175;"Bela Crkva";;;688;2017-10-09;
520039;"Belá nad Cirochou";SK0419520039;709;703;2010-01-01;
920301103;"Bělá nad Radbuzou";;;203;2015-02-13;
920301104;"Bělá nad Svitavou";;;203;2015-02-13;
920302347;"Bělá okr. Opava";;;203;2017-09-27;
920300378;"Bělá pod Bezdězem";;;203;2013-02-12;
512052;Belá-Dulice;SK0316512052;506;703;2010-01-01;
968200017;"Belad Bani Shehre - Ocrom";;;682;2013-02-26;
500062;Beladice;SK0237500062;407;703;2010-01-01;
964300228;"Belaja Glina";;;643;2017-08-30;
962000067;Belas;;;620;2013-04-12;
920301105;Bělčice;;;203;2015-02-13;
920302047;"Běleč okr. Kladno";;;203;2015-06-12;
934800254;Beled;;;348;2016-10-11;
968800152;Belegiš;;;688;2016-10-05;
968800006;Belehrad;;;688;2012-05-25;
527122;Belejovce;SK041C527122;712;703;2010-01-01;
907600019;Belém;;;76;2014-10-22;
982600017;Belfast;;;826;2012-10-08;
925000391;Belfort;;;250;2016-10-07;
964300148;Belgorod;;;643;2014-11-05;
961600055;Belchatów;;;616;2012-07-04;
514535;Belín;SK0329514535;609;703;2010-01-01;
511234;Belina;SK0326511234;606;703;2010-01-01;
542661;Belince;SK0236542661;406;703;2010-01-01;
968800036;Beljina;;;688;2013-01-10;
935600191;Bellandur;;;356;2017-10-16;
925000179;Belley;;;250;2014-06-05;
952800019;Bellingwolde;;;528;2014-05-09;
555517;"Bellova Ves";SK0211555517;201;703;2010-01-01;
938000170;Belluno;;;380;2014-10-28;
968800053;"Belo Blato";;;688;2013-03-01;
907600011;"Belo Horizonte";;;76;2013-11-12;
984000147;Beloit;;;840;2016-09-28;
980400341;Běloje;;;804;2015-02-12;
920300079;Bělotín;;;203;2010-01-01;
920300171;Bělov;;;203;2012-10-16;
919100060;Belovar;;;191;2017-08-11;
519065;Beloveža;SK0411519065;701;703;2010-01-01;
964300198;Belovo;;;643;2016-09-12;
935600053;Belthangady;;;356;2015-09-25;
516678;Beluj;SK0322516678;602;703;2010-01-01;
512851;Beluša;SK0228512851;308;703;2010-01-01;
961600107;Belzec;;;616;2013-01-11;
961600374;Belzyce;;;616;2013-07-02;
521167;Belža;SK0426521167;806;703;2010-01-01;
950400001;"Ben Ahmed";;;504;2010-01-01;
510271;Beňadiková;SK0315510271;505;703;2010-01-01;
527131;Beňadikovce;SK041C527131;712;703;2010-01-01;
509566;Beňadovo;SK0317509566;507;703;2010-01-01;
972400396;Benalmádena;;;724;2017-09-25;
522317;Beňatina;SK0429522317;809;703;2010-01-01;
920301106;"Benátky nad Jizerou";;;203;2015-02-13;
972400072;Benavente;;;724;2013-09-04;
949800018;Bender;;;498;2016-02-05;
980400688;Bene;;;804;2017-02-23;
920301107;Benecko;;;203;2015-02-13;
927600444;Benediktbeuern;;;276;2013-12-02;
920300148;Benešov;;;203;2012-06-25;
920302268;Benetice;;;203;2016-10-08;
938000298;Benevento;;;380;2016-02-24;
943400015;Benghazi;;;434;2013-03-11;
980400460;Bengovo;;;804;2012-09-01;
970400024;"Benh Vien Bac Giang";;;704;2014-10-01;
943400028;"Beni Walid";;;434;2013-09-06;
521175;Beniakovce;SK0426521175;806;703;2010-01-01;
512061;Benice;SK0316512061;506;703;2010-01-01;
956600007;"Benin City";;;566;2015-03-27;
925000168;Béninoise;;;250;2014-05-09;
948400012;"Benito Juárez";;;484;2014-04-02;
544086;Benkovce;SK041D544086;713;703;2010-01-01;
925000213;Benodet;;;250;2014-10-28;
927600828;Bensberg;;;276;2016-03-11;
927600293;"Bensberg, Germany";;;276;2013-09-06;
927600622;Bensheim;;;276;2014-10-09;
938000154;Bentivoglio;;;380;2014-10-10;
508462;Beňuš;SK0323508462;603;703;2010-01-01;
968800095;Beočin;;;688;2015-02-12;
968800052;Beograd;;;688;2013-03-01;
972400297;Bera;;;724;2015-11-10;
949900002;Berane;;;499;2013-02-19;
972400131;Berango;;;724;2014-03-06;
900800019;Berati;;;8;2016-06-29;
934800329;Bercel;;;348;2017-09-26;
980400112;Berďansk;;;804;2013-03-11;
980400200;Berdičev;;;804;2013-09-13;
980400188;Berdyansk;;;804;2013-09-04;
980400185;Berdychiv;;;804;2013-06-10;
980400486;Beregovo;;;804;2015-10-04;
980400589;Berehomet;;;804;2016-08-16;
980400049;Berehovo;;;804;2013-01-09;
934800105;Berekfürdo;;;348;2014-02-28;
928800013;Berekum;;;288;2017-10-18;
934800116;Berente;;;348;2014-10-16;
980400420;Berestechko;;;804;2015-03-16;
980400768;Berezaň;;;804;2017-07-12;
980400758;Berezenshchyna;;;804;2017-06-05;
980400342;Berezinka;;;804;2015-02-12;
980400343;Berezniky;;;804;2015-02-12;
911200012;Berezovka;;;112;2013-09-13;
980400058;Berežany;;;804;2013-01-11;
904000074;Berg;;;40;2013-05-16;
972400240;Berga;;;724;2015-02-12;
979200025;Bergama;;;792;2013-03-01;
938000261;Bergamo;;;380;2015-10-01;
957800003;Bergen;;;578;2013-01-09;
927600509;"Bergen auf Rügen";;;276;2014-01-23;
927600570;Bergheim;;;276;2014-04-15;
927600156;"Bergisch Gladbach";;;276;2013-02-08;
927601024;Bergkirchen;;;276;2017-10-02;
975200145;Bergsjö;;;752;2016-09-29;
934800209;Berhida;;;348;2016-03-22;
905600009;Berchem;;;56;2013-06-25;
927600280;Berchtesgaden;;;276;2013-07-02;
968800170;Berivojce;;;688;2017-03-01;
981800001;"Berket El Saba";;;818;2012-05-25;
972400176;Berlanga;;;724;2014-10-08;
927600006;Berlín;;;276;2010-01-01;
975600006;Bern;;;756;2012-11-20;
920300424;"Bernartice nad Odrou";;;203;2013-03-06;
920301108;"Bernartice okr. Písek";;;203;2015-02-13;
920302216;"Bernartice okr. Trutnov";;;203;2016-05-12;
920302147;"Bernartice u Milevska";;;203;2015-11-20;
925000185;Bernay;;;250;2014-09-19;
927600101;Bernburg;;;276;2013-02-01;
904000120;Berndorf;;;40;2014-12-01;
925000005;Bernin;;;250;2010-01-01;
507814;Bernolákovo;SK0108507814;108;703;2010-01-01;
927600445;Bernried;;;276;2013-12-02;
920300043;Beroun;;;203;2010-01-01;
938000243;Bertinoro;;;380;2015-08-26;
524191;Bertotovce;SK0417524191;707;703;2010-01-01;
927600479;Berumbur;;;276;2013-12-17;
927600381;Berumerfehn;;;276;2013-09-13;
920301109;Běrunice;;;203;2015-02-13;
982600145;Berwickshire;;;826;2013-03-28;
984000141;Berwyn;;;840;2016-07-19;
964200153;Berzunti;;;642;2017-10-13;
938000098;"Besana in Brianza";;;380;2013-10-03;
925000182;Besancon;;;250;2014-08-22;
934800146;Besenyszög;;;348;2014-10-22;
964300184;Beslan;;;643;2016-01-20;
925000383;Besny-et-Loizy;;;250;2016-09-29;
934800311;Besnyö;;;348;2017-09-05;
925000019;Besoncon;;;250;2012-05-31;
920302156;Běstvina;;;203;2015-12-05;
961600804;Bestwina;;;616;2017-09-22;
528137;Beša;SK0427528137;807;703;2010-01-01;
502065;Beša;SK0232502065;402;703;2010-01-01;
503070;Bešeňov;SK0234503070;404;703;2010-01-01;
510301;Bešeňová;SK0318510301;508;703;2010-01-01;
920301110;Běšiny;;;203;2015-02-13;
937600041;Bet-Arye;;;376;2013-03-19;
972400431;Betanzos;;;724;2017-11-10;
984000111;"Bethel Park";;;840;2014-10-06;
925000024;Bethune;;;250;2012-10-16;
526398;Betlanovce;SK042A526398;810;703;2010-01-01;
927500014;Betlehem;;;275;2013-09-13;
984000145;Betlehem;;;840;2016-09-28;
927500002;Betlém;;;275;2013-02-08;
525545;Betliar;SK0428525545;808;703;2010-01-01;
927600024;Beuel;;;276;2012-10-04;
952800072;Beuningen;;;528;2017-08-24;
942800034;"Beverīnas Novads";;;428;2016-12-22;
927600999;Beverungen;;;276;2017-08-31;
927600912;Bexbach;;;276;2016-09-16;
925000094;Bezannes;;;250;2013-04-10;
920301111;"Bezděkov pod Třemšínem";;;203;2015-02-13;
980400447;Bezliudovka;;;804;2015-06-01;
920301070;Bezno;;;203;2015-02-13;
980400421;Bezruky;;;804;2015-03-27;
920300867;Bezuchov;;;203;2013-12-10;
522325;Bežovce;SK0429522325;809;703;2010-01-01;
952400006;Bhaktapur;;;524;2017-07-10;
935600083;Bhandara;;;356;2016-08-10;
935600082;Bharuch;;;356;2016-08-08;
935600067;Bhavnagar;;;356;2016-03-04;
935600056;"Bhilai Nagar";;;356;2015-10-02;
935600149;Bhoothakulam;;;356;2017-08-09;
935600075;Bhopal;;;356;2000-06-01;
961600113;"Biala Podlaska";;;616;2013-01-11;
961600316;Bialobrzegi;;;616;2013-03-19;
961600603;Bialogard;;;616;2015-01-19;
961600377;"Bialy Dunajec";;;616;2013-07-09;
961600451;Białobrzegi;;;616;2014-01-17;
961600247;Białystok;;;616;2013-02-26;
934800187;Biatorbágy;;;348;2015-10-12;
964200145;Bicaz;;;642;2017-05-05;
982600115;Bicester;;;826;2013-03-15;
934800269;Bicske;;;348;2016-11-02;
956600019;Bida;;;566;2017-03-17;
982600119;Biddenham;;;826;2013-03-19;
521183;Bidovce;SK0426521183;806;703;2010-01-01;
528145;Biel;SK042B528145;811;703;2010-01-01;
961600445;Bielawy;;;616;2013-12-09;
927600253;Bielefeld;;;276;2013-05-27;
927600092;Bielfeld;;;276;2013-01-22;
961600162;Bieliny;;;616;2013-01-11;
938000111;Biella;;;380;2014-02-14;
502073;Bielovce;SK0232502073;402;703;2010-01-01;
961600030;Bielsk;;;616;2010-01-01;
961600403;"Bielsk Podlaski";;;616;2013-09-04;
961600058;"Bielsko Biała";;;616;2012-10-16;
580473;"Biely Kostol";SK0217580473;207;703;2010-01-01;
970400049;"Bien Hoa";;;704;2017-11-10;
927600508;Bietigheim-Bissingen;;;276;2014-01-22;
907000019;Bihać;;;70;2014-10-01;
934800100;Biharnagybajom;;;348;2013-11-05;
964200029;Bihor;;;642;2012-10-19;
526401;Bijacovce;SK0414526401;704;703;2010-01-01;
907000033;Bijeljina;;;70;2017-02-07;
949900005;"Bijelo Polje";;;499;2015-03-03;
980400257;"Bila Cerkva";;;804;2014-04-03;
920300630;"Bílá Lhota";;;203;2013-03-14;
920301112;"Bílá okr. Frýdek-Místek";;;203;2015-02-13;
920302024;"Bílá Třemešná";;;203;2015-04-15;
920301113;"Bílá Voda";;;203;2015-02-13;
980400344;Bilasovycja;;;804;2015-02-12;
972400027;Bilbao;;;724;2013-02-19;
961600364;Bilcza;;;616;2013-05-23;
935200021;Bíldudalur;;;352;2014-10-08;
980400786;Bile;;;804;2017-08-17;
979200248;Bilecik;;;792;2017-11-15;
961600612;Bilgoraj;;;616;2015-01-27;
980400413;Bilhorod-Dnistrovskyi;;;804;2015-03-02;
920300706;Bílina;;;203;2013-04-12;
900800012;Bilisht;;;8;2014-10-08;
504211;"Bílkove Humence";SK0215504211;205;703;2010-01-01;
980400221;Bilky;;;804;2013-12-06;
925000236;Billére;;;250;2014-11-12;
975200012;Billinge;;;752;2013-03-07;
957800125;Billingstad;;;578;2013-11-27;
980400646;Bilohirs'k;;;804;2016-10-04;
980400590;Bilovartsi;;;804;2016-08-16;
920300172;Bílovec;;;203;2012-10-16;
920300425;Bílovice;;;203;2013-03-06;
920300910;"Bílovice nad Svitavou";;;203;2014-01-27;
920301071;"Bílovice okr. Uherské Hradiště";;;203;2015-02-13;
980400778;Bilozerka;;;804;2017-08-15;
